scenario,scenario_file,total_shortage,peak_shortage,avg_price,final_inventory_cover,shock_window_total_shortage,shock_year_shortage,post_shock_total_shortage
graphite_baseline,graphite_baseline.yaml,2.4653913044403453e-07,1.5999999902760464e-07,1.0000000031299119,0.20000000169762389,,,
graphite_demand_surge,graphite_demand_surge.yaml,10.000000230567736,9.999999984028605,1.044661775713062,0.27593469753681565,9.999999984028605,9.999999984028605,0.0
graphite_export_restriction,graphite_export_restriction.yaml,23.539465696924154,14.99999990937367,1.1311488528008813,0.3280519476622428,23.539465450385023,14.99999990937367,0.0
graphite_policy_response,graphite_policy_response.yaml,11.610272813151923,9.488079431068073,0.9010494042554262,0.2433164132242568,9.488079431068073,9.488079431068073,2.12219338208385
